PLATEAU_3D-Spatial-ID_CSV,0100,23,1
gml_id,spatial_id
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478959/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478964/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478964/3246543
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/20/7478965/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/21/7478963/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478969/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/4/3739485/1623274
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478960/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/4/3739481/1623273
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478967/3246543
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/12/7478968/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478969/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478964/3246546
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/16/7478962/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478963/3246545
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/20/7478962/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/7/3739481/1623275
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478972/3246546
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478963/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/14/7478964/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478963/3246553
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478967/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478962/3246545
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478964/3246543
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/10/3739481/1623274
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/17/7478964/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478966/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478961/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478960/3246553
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478967/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478959/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478967/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478960/3246551
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/8/3739482/1623275
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/16/7478965/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478962/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478971/3246544
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/15/7478962/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/19/7478963/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478970/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/23/7478963/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/17/7478965/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478959/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478965/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478970/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478959/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478961/3246546
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478971/3246545
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478960/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/8/3739481/1623275
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/15/7478964/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/7/3739482/1623275
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478967/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478968/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478963/3246544
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478966/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/12/7478969/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/5/3739480/1623273
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478967/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478968/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478972/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478966/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478964/3246543
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478968/3246547
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478963/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478966/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478971/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/21/7478962/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/18/7478961/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478969/3246545
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478966/3246543
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/12/7478968/3246551
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478959/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478972/3246544
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478961/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478968/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478968/3246551
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478971/3246546
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478966/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478962/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/13/7478965/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/19/7478961/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/24/7478963/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478960/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/8/3739481/1623274
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/4/3739482/1623273
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478968/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478961/3246551
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/14/7478961/3246551
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/16/7478964/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/17/7478963/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/15/7478964/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/19/7478964/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478968/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/15/7478964/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/4/3739482/1623272
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/12/7478961/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/9/7478968/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478960/3246550
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478965/3246554
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478968/3246551
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/4/3739485/1623273
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,22/5/3739481/1623276
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/11/7478969/3246548
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478965/3246544
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/12/7478968/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/8/7478959/3246549
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/10/7478968/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/18/7478963/3246552
bldg_5c7cdfba-8d61-4c2e-be32-9029e6b144ba,23/7/7478965/3246546
